"","id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"14032",8113100150,"20140714T000000",210000,3,1,920,6612,1,0,0,3,6,920,0,1948,0,98118,47.548,-122.284,1860,8424
"14072",7131300032,"20150306T000000",235000,4,2,1540,9279,1,0,0,3,7,1540,0,1955,0,98118,47.5163,-122.268,1540,5110
"14130",3330500085,"20140918T000000",366000,2,1,1210,3090,1,0,0,3,6,860,350,1926,0,98118,47.5532,-122.277,1210,3348
"14131",1231001225,"20140916T000000",385000,2,1,1010,4000,1,0,0,3,6,1010,0,1911,0,98118,47.5536,-122.267,1040,4000
"14160",1105000571,"20140610T000000",433000,3,1.75,1870,7189,1,0,0,3,7,1270,600,1959,0,98118,47.5412,-122.27,1780,6200
"14178",3031200230,"20150226T000000",350000,3,1,2480,8906,1,0,0,3,7,1240,1240,1969,0,98118,47.5366,-122.289,1800,8906
"14249",3331000455,"20150217T000000",230000,3,1,1000,4000,1.5,0,0,4,6,1000,0,1915,0,98118,47.5523,-122.286,1040,4240
"14367",3333002450,"20140708T000000",165000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,47.5427,-122.288,1590,5180
"14368",3333002450,"20150122T000000",490000,1,1,850,8050,1,0,0,2,6,850,0,1906,0,98118,47.5427,-122.288,1590,5180
"14478",4356200210,"20150318T000000",153500,3,1,890,4810,1,0,0,3,6,890,0,1910,0,98118,47.5153,-122.266,1230,6057
"14493",1231001115,"20141001T000000",440000,2,1,1190,3400,1,0,0,4,7,990,200,1917,0,98118,47.5539,-122.268,1180,4000
"14497",5249802520,"20140805T000000",402000,5,2.75,2160,7200,1.5,0,0,3,7,1220,940,1955,0,98118,47.5576,-122.273,1900,7200
"14604",2624049103,"20150325T000000",449000,2,1,1250,4576,1,0,0,3,6,1040,210,1925,0,98118,47.5387,-122.266,1550,5000
"14628",7562100065,"20140725T000000",260000,3,2,1170,5450,1,0,0,5,6,1170,0,1902,0,98118,47.5276,-122.273,1340,6384
"14640",8835900220,"20140828T000000",1442500,2,2.5,2720,16637,1,0,3,3,10,2160,560,1953,0,98118,47.5499,-122.264,2880,7320
"14647",5249804825,"20140702T000000",545000,3,2,1340,7200,1.5,0,0,4,7,1340,0,1923,0,98118,47.5601,-122.265,1630,5760
"14702",3331001765,"20140923T000000",335000,3,1,2130,3825,1.5,0,0,3,7,2130,0,1917,0,98118,47.5506,-122.281,1780,5150
"14769",1112000035,"20150311T000000",420000,2,1,1000,5375,1,0,0,3,7,1000,0,1953,0,98118,47.5404,-122.268,1380,5000
"14775",9412400220,"20140710T000000",1612500,4,2.75,5470,18200,2,1,4,3,11,3730,1740,1992,0,98118,47.5316,-122.263,3620,15100
"14851",9830200230,"20150120T000000",389000,2,1.75,1160,4848,2,0,1,4,7,1160,0,1949,0,98118,47.542,-122.265,1990,7440
"14862",3524049042,"20140527T000000",375000,3,1.5,2000,7294,1,0,0,3,7,1520,480,1965,0,98118,47.5297,-122.267,2000,6000
"14920",2147300050,"20140822T000000",462600,3,2,1320,4000,1,0,0,4,6,1020,300,1940,0,98118,47.5515,-122.262,2410,6212
"15017",1703400585,"20141215T000000",325000,3,2,2330,4950,1.5,0,0,3,6,1430,900,1900,0,98118,47.5585,-122.29,1160,5115
"15032",7129303070,"20140820T000000",735000,4,2.75,3040,2415,2,1,4,3,8,3040,0,1966,0,98118,47.5188,-122.256,2620,2433
"15112",1231000660,"20140521T000000",525000,3,1,1450,4000,1,0,1,4,8,950,500,1948,0,98118,47.5554,-122.266,1880,4000
"15160",6064800470,"20140805T000000",310000,3,2.25,1960,2345,2,0,0,3,7,1750,210,2003,0,98118,47.5419,-122.288,1760,1958
"15225",8835400290,"20150309T000000",752000,4,2.5,2570,8178,1,0,2,3,8,1710,860,1961,0,98118,47.5483,-122.261,2050,7500
"15425",1702900664,"20150416T000000",479000,2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,98118,47.5594,-122.285,1280,1026
"15460",7950302995,"20141110T000000",497950,4,2.5,1950,3000,2,0,0,3,7,1550,400,1998,0,98118,47.565,-122.281,1540,4300
"15463",3333000655,"20150511T000000",334000,2,1,890,6000,1,0,0,3,6,890,0,1941,0,98118,47.5437,-122.281,1090,5900
"15571",2660500095,"20150506T000000",715000,4,1,1710,6050,1.5,0,0,3,7,1410,300,1913,0,98118,47.5569,-122.288,1560,4950
"15585",7129303180,"20141002T000000",310000,3,2,1290,6150,1,0,1,5,6,1290,0,1950,0,98118,47.5181,-122.257,1960,6150
"15602",1231000500,"20140905T000000",275000,3,2,1380,3500,2,0,0,3,7,1380,0,1971,0,98118,47.5558,-122.27,1620,3900
"15608",3904100089,"20140801T000000",190000,3,1.75,1350,7370,1,0,0,4,6,1350,0,1912,0,98118,47.5336,-122.278,1440,6000
"15609",3904100089,"20150318T000000",3e+05,3,1.75,1350,7370,1,0,0,4,6,1350,0,1912,0,98118,47.5336,-122.278,1440,6000
"15616",7129302555,"20141003T000000",260000,2,1,1410,5650,1.5,0,0,3,6,1410,0,1918,0,98118,47.5159,-122.258,1430,5650
"15635",1604602195,"20150223T000000",265000,5,1.75,1580,5292,1,0,0,3,6,980,600,1913,0,98118,47.5677,-122.29,1600,2976
"15783",8835900010,"20140804T000000",579000,3,1,1590,5400,1,0,1,3,8,1280,310,1948,0,98118,47.5509,-122.261,2140,7161
"15804",1703400470,"20141219T000000",375000,2,1,980,3915,1,0,0,4,7,980,0,1919,0,98118,47.5589,-122.29,1425,1576
"15811",7129304540,"20141220T000000",133000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980
"15812",7129304540,"20150514T000000",440000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,47.5192,-122.266,1860,5980
"15868",7950304095,"20150217T000000",257500,1,1,710,6060,1,0,0,4,6,710,0,1916,0,98118,47.5621,-122.283,1440,4545
"16055",8113101233,"20150130T000000",330000,3,1,2140,5037,1,0,0,3,7,2140,0,1957,0,98118,47.5494,-122.274,1630,6054
"16081",3330500345,"20150420T000000",230000,2,1,1280,4635,1,0,0,3,6,840,440,1917,0,98118,47.5532,-122.28,1660,6180
"16083",1035000007,"20141218T000000",210000,3,2,1830,4992,1,0,0,3,7,1230,600,1953,0,98118,47.5145,-122.27,2050,7740
"16214",3812400898,"20140909T000000",399950,5,2,2760,6420,1,0,0,5,7,1380,1380,1964,0,98118,47.5396,-122.276,1400,7112
"16270",5297200089,"20150415T000000",664000,2,1.75,1720,5785,1,0,0,3,6,860,860,1948,2002,98118,47.5554,-122.274,1680,5184
"16348",8121100255,"20140507T000000",440000,3,1.75,1500,6180,1,0,0,4,6,1060,440,1947,0,98118,47.5689,-122.284,1740,6180
"16424",1102000095,"20140805T000000",558000,4,2.5,3220,5120,2,0,0,3,9,2420,800,2000,0,98118,47.5434,-122.27,1770,7680
"16439",1102000759,"20141026T000000",755000,3,2.5,2420,8856,1,0,3,3,9,1620,800,1957,0,98118,47.5405,-122.263,2650,9750
"16468",3335000050,"20140714T000000",397000,2,1.75,1610,4104,1,0,0,3,7,950,660,1996,0,98118,47.5565,-122.275,1510,5284
"16519",4154302045,"20150316T000000",376000,2,1,880,2400,1,0,0,3,6,760,120,1918,0,98118,47.5643,-122.275,1180,6300
"16532",7950303530,"20150409T000000",4e+05,4,2,2060,3060,2,0,0,3,7,2060,0,1968,0,98118,47.5631,-122.285,1630,3766
"16539",4006000307,"20140916T000000",155000,2,1,810,4755,1,0,0,3,7,810,0,1980,0,98118,47.5313,-122.28,1180,4755
"16621",603001045,"20150429T000000",256000,3,1,950,4000,1,0,0,3,7,780,170,1949,0,98118,47.5232,-122.284,1230,4000
"16678",3332500095,"20141007T000000",399000,3,2.5,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.276,1570,3902
"16679",7950300440,"20141015T000000",305000,2,1,1030,6000,1,0,0,3,7,1030,0,1925,0,98118,47.5669,-122.283,1510,5000
"16683",3332000715,"20140701T000000",433000,4,1.5,1550,5053,1,0,0,4,7,1180,370,1963,0,98118,47.5499,-122.274,1450,5639
"16720",8685500020,"20150512T000000",387000,3,1,1530,6372,1,0,0,3,7,1210,320,1962,0,98118,47.535,-122.289,1960,6426
"16724",5583200345,"20150511T000000",422000,2,1,750,4000,1,0,0,4,6,750,0,1926,0,98118,47.5547,-122.272,1120,5038
"16895",1231000895,"20141105T000000",986000,4,3.5,2840,5900,2,0,0,3,10,1920,920,1910,2008,98118,47.5543,-122.268,1300,4900
"16911",8121100415,"20140530T000000",735000,4,3,2840,4120,1.5,0,0,4,8,2060,780,1931,0,98118,47.5683,-122.283,1840,5871
"16925",2760200050,"20140717T000000",226000,4,1,1270,6459,1.5,0,0,3,7,1270,0,1918,0,98118,47.5441,-122.273,1300,4100
"17032",2742100009,"20140506T000000",385000,3,1.75,1900,5520,1,0,0,3,7,1280,620,1982,0,98118,47.5549,-122.292,1330,5196
"17139",5249803745,"20140529T000000",367500,2,1,810,4800,1,0,0,3,6,810,0,1919,0,98118,47.5614,-122.27,1040,4800
"17174",3336000050,"20150501T000000",435000,6,3,3560,4290,1,0,0,4,7,1780,1780,1957,0,98118,47.5282,-122.269,3040,6000
"17353",3336000170,"20141003T000000",335000,4,1,1480,6500,1.5,0,0,4,7,1480,0,1914,0,98118,47.5282,-122.267,2380,6000
"17358",4154304505,"20140919T000000",435000,2,1,2240,7200,1,0,0,4,7,1120,1120,1940,0,98118,47.5631,-122.271,1390,6000
"17377",4154305575,"20140903T000000",836500,3,2.5,2230,7200,3,0,3,3,9,2230,0,1996,0,98118,47.558,-122.265,2230,7200
"17438",4154303125,"20150423T000000",650000,3,1.75,2330,7200,1,0,0,4,8,1320,1010,1950,0,98118,47.565,-122.274,1820,7200
"17541",5292200010,"20150116T000000",447500,4,2,1770,3332,2,0,0,3,7,1630,140,1924,1975,98118,47.5563,-122.281,1640,4000
"17550",5285200020,"20140718T000000",349950,2,1.75,1640,4176,1,0,0,4,7,1040,600,1948,0,98118,47.5162,-122.26,1460,5200
"17578",3332500100,"20150408T000000",475000,3,2.5,1800,3300,2,0,0,3,7,1690,110,2004,0,98118,47.5491,-122.276,1570,4097
"17599",3336001316,"20141106T000000",160000,2,1,830,4500,1,0,0,3,6,830,0,1920,0,98118,47.5248,-122.265,1092,5350
"17632",7950304065,"20150309T000000",260000,2,1,690,6000,1,0,0,3,6,690,0,1949,0,98118,47.5621,-122.283,840,3030
"17636",4006000423,"20150108T000000",230000,4,1,1870,14703,1.5,0,0,3,6,1090,780,1928,0,98118,47.5274,-122.281,1650,6045
"17730",1705400361,"20141208T000000",6e+05,2,1,2120,6897,1,0,0,4,7,1060,1060,1923,0,98118,47.5566,-122.278,1900,4462
"17759",8101900100,"20150328T000000",310000,3,1,1510,6000,1,0,0,3,8,1170,340,1953,0,98118,47.5168,-122.285,1125,6000
"17787",1112000100,"20150330T000000",740000,5,3.5,3990,5000,2,0,0,3,8,2910,1080,2004,0,98118,47.54,-122.27,1310,5000
"17844",1005000062,"20140801T000000",299000,2,1,1040,4600,1,0,0,4,6,1040,0,1950,0,98118,47.5387,-122.277,1390,5897
"17868",3031200120,"20141118T000000",255000,4,1.75,960,8863,1,0,0,5,6,580,380,1949,0,98118,47.5372,-122.289,1720,8249
"17928",3330501645,"20150223T000000",260000,3,1,1150,3090,1,0,0,3,6,1150,0,1910,0,98118,47.5506,-122.276,1150,5664
"17961",8952900245,"20140715T000000",850000,6,3.25,4920,20590,1,0,3,4,9,2730,2190,1960,0,98118,47.5468,-122.267,3700,14994
"17975",8072000035,"20150326T000000",2e+05,3,1,1200,10703,1.5,0,0,2,7,1200,0,1918,0,98118,47.5209,-122.28,1380,8068
"18137",4154302560,"20141121T000000",550000,3,1.5,2440,7200,1,0,0,3,7,2440,0,1949,0,98118,47.5604,-122.274,1920,6900
"18157",3332000061,"20140805T000000",552500,3,1,2020,4120,1.5,0,0,4,7,1520,500,1929,0,98118,47.5514,-122.271,1200,4635
"18161",7131300031,"20150331T000000",262500,4,2,1540,5110,1,0,0,3,7,1540,0,1957,0,98118,47.5164,-122.268,1540,5110
"18191",9459200120,"20150304T000000",4e+05,3,2,1170,3868,1.5,0,0,4,7,1170,0,1925,0,98118,47.5543,-122.29,1400,3800
"18198",3241600027,"20141006T000000",390000,2,1.5,1870,12960,1.5,0,0,4,6,1350,520,1926,0,98118,47.5234,-122.288,1380,7800
"18204",5414100040,"20140915T000000",299950,2,1,800,3000,1,0,0,3,6,800,0,1904,0,98118,47.5602,-122.292,1640,3400
"18216",6064800730,"20150129T000000",330950,3,2.5,1630,2844,2,0,0,3,7,1630,0,2003,0,98118,47.5413,-122.288,1610,2582
"18230",3330501975,"20141117T000000",475000,5,2,2040,6180,2,0,0,4,7,2040,0,1908,0,98118,47.5503,-122.28,1870,4365
"18511",6064800410,"20140730T000000",3e+05,3,2.25,1960,1585,2,0,0,3,7,1750,210,2003,0,98118,47.5414,-122.288,1760,1958
"18577",4154301371,"20150106T000000",315000,3,1,890,5200,1,0,0,3,7,890,0,1957,0,98118,47.559,-122.277,1420,6000
"18578",1105000787,"20140926T000000",240000,3,2.25,1410,7290,1,0,0,3,7,940,470,1980,0,98118,47.5396,-122.274,1550,7375
"18614",8113101582,"20150415T000000",515000,5,3.5,2310,5249,2,0,0,3,8,1560,750,2000,0,98118,47.5463,-122.272,1900,7296
"18645",2624049115,"20140710T000000",379000,4,1.5,1280,5460,1.5,0,0,5,7,1080,200,1920,0,98118,47.5348,-122.268,1470,5934
"18661",1231001130,"20141113T000000",572000,3,2.25,1860,4000,1.5,0,0,5,7,1020,840,1920,0,98118,47.5539,-122.267,1180,4000
"18673",1105000360,"20150428T000000",320000,3,1.75,1960,11931,1,0,0,3,7,980,980,1954,0,98118,47.5432,-122.272,1460,4498
"18700",3031200205,"20140724T000000",415000,5,2.75,2060,8906,1,0,0,4,7,1220,840,1978,0,98118,47.5358,-122.289,1840,8906
"18706",8121100395,"20140624T000000",425000,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,1410,6180
"18707",8121100395,"20150311T000000",645000,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,1410,6180
"18721",4109600306,"20150218T000000",475000,2,1,920,5157,1,0,0,3,6,920,0,1909,0,98118,47.5499,-122.269,1700,5150
"18726",3331001285,"20150108T000000",180000,3,1,1020,5500,1.5,0,0,3,7,1020,0,1961,0,98118,47.5502,-122.286,1160,5500
"18739",2660500283,"20140624T000000",210000,2,1,970,5500,1,0,0,3,7,970,0,1956,0,98118,47.556,-122.291,1180,6000
"18763",3332000615,"20141020T000000",310000,3,1,1330,3740,1.5,0,0,3,6,1330,0,1903,0,98118,47.5502,-122.274,1330,5053
"18764",3332000615,"20150422T000000",389000,3,1,1330,3740,1.5,0,0,3,6,1330,0,1903,0,98118,47.5502,-122.274,1330,5053
"18802",3336000230,"20150323T000000",230005,2,1,1030,6000,1,0,0,2,7,830,200,1951,0,98118,47.5291,-122.268,1770,5000
"18805",3331000220,"20140814T000000",280000,4,1.5,1940,6386,1,0,0,3,7,1140,800,1954,0,98118,47.5533,-122.285,1340,6165
"18810",603000150,"20140616T000000",335000,3,1.5,2040,6000,1,0,0,3,7,1340,700,1957,0,98118,47.5218,-122.286,1190,6000
"18821",3331500455,"20141203T000000",474950,3,2.25,1850,2575,2,0,0,3,9,1850,0,2013,0,98118,47.5525,-122.273,1080,4120
"18841",1102001055,"20150424T000000",518000,3,1,1270,6612,1.5,0,3,3,7,1270,0,1927,0,98118,47.5433,-122.264,2100,7680
"18946",5249802240,"20140515T000000",497000,4,2.5,2240,7200,2,0,0,3,8,2240,0,1995,0,98118,47.5636,-122.275,1860,6600
"18947",7950302345,"20140815T000000",345000,3,1,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,1330,4590
"18988",7896300150,"20140929T000000",280000,3,1.75,1670,6034,1,0,0,3,7,990,680,1957,0,98118,47.5209,-122.286,1230,6034
"19010",1604600227,"20150328T000000",441000,2,1,1150,3000,1,0,0,3,6,780,370,1915,0,98118,47.5624,-122.291,1150,5000
"19049",1702901500,"20141121T000000",365000,2,1,920,6600,1,0,0,4,6,920,0,1910,0,98118,47.5572,-122.282,1370,5500
"19059",1604600540,"20150504T000000",450000,3,1,1430,5960,1.5,0,0,4,7,1430,0,1917,0,98118,47.562,-122.289,1140,3960
"19064",1702901340,"20140613T000000",718500,3,2,2910,6600,2,0,0,4,7,1920,990,1900,1988,98118,47.5576,-122.281,1370,5500
"19117",7131300047,"20140826T000000",235000,2,1,2150,4500,1.5,0,0,3,7,1260,890,1917,0,98118,47.5158,-122.267,1590,5010
"19181",323049176,"20140530T000000",325000,3,1.75,2180,10230,1,0,0,4,7,1090,1090,1961,0,98118,47.5158,-122.281,2130,7200
"19267",2341800195,"20141106T000000",302000,2,1,890,5000,1,0,0,4,6,890,0,1947,0,98118,47.5526,-122.287,1160,5000
"19288",1604600790,"20150211T000000",316000,2,2,860,3000,1,0,0,3,6,860,0,1906,0,98118,47.5633,-122.288,1290,3500
"19396",1231000645,"20140801T000000",846000,4,3.25,2720,4000,2,0,1,3,10,2070,650,2014,0,98118,47.5554,-122.267,1450,4000
"19425",3331500650,"20140919T000000",356000,3,1,920,3863,1,0,0,3,6,920,0,1970,0,98118,47.5524,-122.27,1080,5150
"19497",8685500145,"20141230T000000",350000,3,1,1920,6710,1,0,0,3,7,1320,600,1959,0,98118,47.5346,-122.286,1810,5600
"19540",7950302150,"20150410T000000",385000,1,1,660,3570,1,0,0,3,6,660,0,1906,0,98118,47.5659,-122.284,1520,4080
"19546",402000110,"20141017T000000",175000,2,1,960,5508,1,0,0,3,6,770,190,1951,0,98118,47.5307,-122.277,1280,5304
"19665",9188200505,"20140710T000000",275000,4,2.5,1830,3868,2,0,0,3,7,1830,0,2007,0,98118,47.5186,-122.276,2330,3868
"19698",3904100041,"20150424T000000",290750,3,2.5,1270,865,2,0,0,3,7,1080,190,2008,0,98118,47.5351,-122.279,1630,7752
"19705",1604601804,"20150416T000000",532000,3,3.75,2260,2050,2,0,0,3,9,1170,1090,2010,0,98118,47.566,-122.29,2130,3082
"19794",5609000311,"20150410T000000",729999,6,4.5,3600,6110,2,0,0,3,9,2510,1090,2012,0,98118,47.5687,-122.291,1360,5800
"19816",3395071610,"20141126T000000",299950,3,2.5,1320,3150,2,0,0,3,7,1320,0,2005,0,98118,47.5328,-122.282,1390,1725
"19943",8944550100,"20140723T000000",455000,4,2.5,2090,4400,2,0,0,3,8,2090,0,2011,0,98118,47.5403,-122.286,2090,3430
"20131",3336500190,"20150130T000000",252000,3,2.5,1670,4020,2,0,0,3,7,1670,0,2009,0,98118,47.53,-122.268,1670,4020
"20138",6056110430,"20140930T000000",629000,3,2.5,2160,1912,2,0,0,3,9,1970,190,2014,0,98118,47.5642,-122.292,1810,2653
"20158",1102000514,"20141022T000000",970000,5,3.5,3400,9804,2,0,0,3,9,2550,850,2008,0,98118,47.543,-122.266,2380,7440
"20233",3395070980,"20150327T000000",461500,5,3.25,2820,3275,2,0,0,3,8,2230,590,2006,0,98118,47.5339,-122.284,2610,3275
"20260",3336000052,"20141022T000000",221000,3,2.5,1320,1780,2,0,0,3,7,880,440,2005,0,98118,47.528,-122.269,3040,6000
"20277",1105000373,"20150506T000000",252500,2,1.5,1110,986,2,0,0,3,7,950,160,2009,0,98118,47.5427,-122.272,1110,3515
"20314",3395070440,"20150209T000000",305000,3,2.5,1320,2480,2,0,0,3,7,1320,0,2005,0,98118,47.536,-122.284,1320,3240
"20389",5649600464,"20150327T000000",343000,2,1.5,1100,1228,2,0,0,3,7,900,200,2007,0,98118,47.5538,-122.282,1340,1380
"20399",1604601801,"20150217T000000",539000,3,2.75,2130,1400,2,0,0,3,9,1080,1050,2010,0,98118,47.5661,-122.29,1520,3132
"20462",3332500085,"20141027T000000",489950,3,2.5,2540,5237,2,0,0,3,8,2540,0,2011,0,98118,47.5492,-122.276,1800,4097
"20604",3333001997,"20140725T000000",445000,3,2,1620,5101,1,0,0,3,7,590,1030,2006,0,98118,47.5448,-122.288,1700,7750
"20613",2724049222,"20140802T000000",163800,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,47.5419,-122.271,1330,1466
"20614",2724049222,"20141201T000000",220000,2,2.5,1000,1092,2,0,0,3,7,990,10,2004,0,98118,47.5419,-122.271,1330,1466
"20672",3395071580,"20150311T000000",310000,3,2.5,1300,3612,2,0,0,3,7,1300,0,2005,0,98118,47.5328,-122.282,1390,2943
"20708",603000926,"20140522T000000",380000,5,3.5,2420,4670,2,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468
"20720",3395070560,"20150120T000000",440000,5,3.25,2610,3642,2,0,0,3,8,2080,530,2005,0,98118,47.535,-122.284,1750,3118
"20736",7165700200,"20140605T000000",275000,3,3,1390,1080,2,0,0,3,7,1140,250,2006,0,98118,47.5323,-122.281,1450,1081
"20745",1604601572,"20140905T000000",345000,2,2.25,860,696,2,0,0,3,9,860,0,2009,0,98118,47.5663,-122.29,1100,3000
"20751",1702900624,"20140527T000000",370000,2,2.25,1280,835,2,0,0,3,7,1080,200,2009,0,98118,47.5592,-122.284,1280,1246
"20779",6056110200,"20140929T000000",555000,3,3.5,2100,2479,2,0,0,3,9,1450,650,2011,0,98118,47.562,-122.292,1800,2457
"20820",3336500140,"20140919T000000",208800,3,2.5,1390,2450,2,0,0,3,7,1390,0,2009,0,98118,47.5298,-122.269,1390,2450
"20969",3336500180,"20140605T000000",324500,3,2.5,1660,3990,2,0,0,3,7,1660,0,2009,0,98118,47.5298,-122.268,1670,4050
"21011",1604601803,"20150408T000000",525000,3,2.75,2130,1400,2,0,0,3,9,1080,1050,2010,0,98118,47.5661,-122.29,1880,3132
"21033",6056110150,"20150320T000000",5e+05,2,2.5,1950,2162,2,0,0,3,9,1500,450,2012,0,98118,47.5622,-122.292,1800,2457
"21035",8121100155,"20150225T000000",810000,4,3.5,2700,2868,2,0,0,3,11,1920,780,2006,0,98118,47.5685,-122.286,1430,3858
"21187",7896300592,"20150114T000000",303500,6,4.5,3390,7200,2,0,0,3,8,2440,950,2007,0,98118,47.5205,-122.288,2040,7214
"21244",1105000402,"20141028T000000",630000,4,3,3640,5096,2,0,0,3,8,2740,900,2010,0,98118,47.5428,-122.27,1910,9189
"21270",1601600167,"20140507T000000",365000,5,2.75,2410,5003,1,0,0,3,7,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003
"21310",6056110460,"20150414T000000",669000,2,2.5,1640,1953,2,0,0,3,10,1640,0,2014,0,98118,47.5639,-122.292,1820,2653
"21350",1704900303,"20141211T000000",608000,3,2.25,1720,5234,2,0,0,3,9,1240,480,2011,0,98118,47.5547,-122.278,1720,5825
"21367",5649600462,"20150224T000000",370000,2,2.5,1390,1821,2,0,0,3,7,1180,210,2007,0,98118,47.5537,-122.282,1350,1821
"21399",3333000745,"20150417T000000",350000,4,2.5,1660,2500,2,0,0,3,7,1660,0,2007,0,98118,47.5437,-122.283,1030,5000
"21440",1703400910,"20140811T000000",639000,3,2.5,2010,3300,2,0,0,3,9,1610,400,2014,0,98118,47.5573,-122.287,1660,4950
"21482",3331000035,"20140527T000000",495000,3,2.5,1750,1548,3,0,0,3,9,1750,0,2013,0,98118,47.5532,-122.282,1750,3960
"21520",1702901618,"20150407T000000",420000,1,2,1070,675,2,0,0,3,8,880,190,2007,0,98118,47.5574,-122.284,1220,788
"21523",603000555,"20150302T000000",462500,6,3,2390,4000,2,0,0,3,7,2390,0,2014,0,98118,47.5173,-122.286,1680,5000
